"","sector","sector_id","year","LP","K","NET","LH","KperLH","NETperLH","dLP","dK","dNET","dKperLH","dNETperLH"
"一次金属-2016","一次金属",9,"2016",11238.82503,244.8,437.3807762,88987.95,2750.93425570541,4915.05620929575,0.00478324415894171,0.105451296829873,-0.00821458170731404,0.09033012075525,-0.0233357577819362
"一次金属-2017","一次金属",9,"2017",10799.86711,259.5,432.859559,91115.01,2848.04885605566,4750.69430382546,-0.0398404748790622,0.058315151967772,-0.0103908258360859,0.0346935645855648,-0.034012413218294
"一次金属-2018","一次金属",9,"2018",10182.87009,268,429.3167006,90709.2,2954.49634656683,4732.89038598069,-0.0588269238537631,0.0322302779049135,-0.00821845487347339,0.0366940473206743,-0.00375468545771263
"一次金属-2019","一次金属",9,"2019",9815.839654,277.5,432.1181204,90536.32,3065.06825106211,4772.87038395199,-0.0367095334629628,0.0348339526756325,0.0065041013144187,0.0367416417862918,0.00841179042507711
"運輸・郵便業-1994","運輸・郵便業",20,"1994",3667.450054,558.2,541.1924996,764228.54,730.40978029949,708.155311237133,NA,NA,NA,NA,NA
"運輸・郵便業-1995","運輸・郵便業",20,"1995",3741.905983,571.3,554.211261,779517.18,732.889556071105,710.967346479779,0.020098490335668,0.0231971446281953,0.0237709142333546,0.0033892971640368,0.00396306676919611
"運輸・郵便業-1996","運輸・郵便業",20,"1996",3489.395674,604.2,581.2803994,795656.4,759.373015789228,730.567113392163,-0.0698665408284835,0.0559908032221541,0.0476873039752492,0.0354980968845302,0.0271945976376253
"運輸・郵便業-1997","運輸・郵便業",20,"1997",3577.082749,647.1,611.0835139,776372.87,833.491257879735,787.10055118232,0.024819031732628,0.0685955731106489,0.0500003782149365,0.0931301001161744,0.074534905220462
"運輸・郵便業-1998","運輸・郵便業",20,"1998",3520.27654,693.5,651.7560569,753574.32,920.280829102563,864.886235640302,-0.0160080446167044,0.0692503976916665,0.0644367122658185,0.09905565879939,0.094241973373542
"運輸・郵便業-1999","運輸・郵便業",20,"1999",3489.818174,748.8,683.9527553,747457.28,1001.79638360068,915.039258564717,-0.00868991330740521,0.0767206854084952,0.0482184979804625,0.0848711785268961,0.0563689910988634
"運輸・郵便業-2000","運輸・郵便業",20,"2000",3502.723391,813.4,712.853425,755954.64,1075.99048535505,942.984389909955,0.00369114192095132,0.0827510683097419,0.0413869802075943,0.0714468470602982,0.0300827589581498
"運輸・郵便業-2001","運輸・郵便業",20,"2001",3592.350979,873.4,764.5527018,741472.65,1177.92611770643,1031.12731373167,0.0252660793317308,0.0711706475783371,0.0700151350455647,0.090513745753257,0.0893582332204854
"運輸・郵便業-2002","運輸・郵便業",20,"2002",3640.300657,912.5,820.880801,740532.24,1232.22184087488,1108.50109780501,0.013259419345129,0.0437944444051857,0.0710869520442117,0.0450635496997318,0.0723560573387569
"運輸・郵便業-2003","運輸・郵便業",20,"2003",3567.928175,933.9,871.2291189,771994.24,1209.72405182712,1128.5435483301,-0.0200811921245059,0.0231812806590259,0.0595270836226911,-0.0184266372880257,0.0179191656756403
"運輸・郵便業-2004","運輸・郵便業",20,"2004",3651.890386,949.1,913.906879,782600.16,1212.75211597197,1167.78263756041,0.0232598633058174,0.0161448010207739,0.0478236883733087,0.0024999756548123,0.0341788630073472
"運輸・郵便業-2005","運輸・郵便業",20,"2005",3604.258153,968.6,940.3827811,793228.42,1221.08585065573,1185.51322341678,-0.0131289807367878,0.0203375628326823,0.0285583229795607,0.00684825150072665,0.015069011647606
"運輸・郵便業-2006","運輸・郵便業",20,"2006",3723.078654,1007.4,956.8712474,810823.59,1242.44041789657,1180.12260521429,0.0324349544192337,0.0392763033424215,0.0173818383687694,0.0173370200215199,-0.00455744495213306
"運輸・郵便業-2007","運輸・郵便業",20,"2007",3838.718608,1060,964.4280215,815787.85,1299.3574248501,1182.20444383917,0.0305876938991627,0.0508961537945627,0.00786635709467909,0.0447923292540908,0.00176253255420722
"運輸・郵便業-2008","運輸・郵便業",20,"2008",3813.763339,1131.7,975.8234624,799617,1415.30257610831,1220.36357706252,-0.0065221604274921,0.0654520188657832,0.0117464895894708,0.0854734892515632,0.0317679599752507
"運輸・郵便業-2009","運輸・郵便業",20,"2009",3325.026207,1147.7,984.1785738,799795.2,1434.99235804366,1230.53823503817,-0.137138898768701,0.0140390127147265,0.00852566666219445,0.0138161808509496,0.00830283479841665
"運輸・郵便業-2010","運輸・郵便業",20,"2010",3410.47773,1148.4,984.8762206,804849.12,1426.85128362941,1223.67807347544,0.0253748223757153,0.000609729560286709,0.000708610883939365,-0.00568940682558505,-0.00559052550193151
"運輸・郵便業-2011","運輸・郵便業",20,"2011",3397.53497,1115.2,973.2352565,798172.8,1397.19118466578,1219.32901810235,-0.00380221840439177,-0.0293359082406495,-0.0118901312628443,-0.0210061923219422,-0.0035604153441362
"運輸・郵便業-2012","運輸・郵便業",20,"2012",3573.335586,1072.1,987.7688272,787225.25,1361.87196739434,1254.74738926375,0.0504493375322053,-0.039414419144066,0.0148228521560076,-0.0256037247175787,0.0286335465824941
"運輸・郵便業-2013","運輸・郵便業",20,"2013",3603.040485,1032.8,1012.792398,787634.78,1311.26764107598,1285.86550990041,0.00827857078764005,-0.0373457813297611,0.0250178556342293,-0.0378658656565332,0.0244977713074572
"運輸・郵便業-2014","運輸・郵便業",20,"2014",3733.332285,1002.3,1023.205652,778235.04,1287.91425274298,1314.77715524092,0.0355231406568919,-0.0299762015016123,0.0102292286585604,-0.017970282761949,0.0222351473982227
"運輸・郵便業-2015","運輸・郵便業",20,"2015",3722.730963,1024.2,1057.615911,765451.5,1338.03382709421,1381.68899139919,-0.00284368004705904,0.0216144609976299,0.0330767393283651,0.0381771917119895,0.0496394700427265
"運輸・郵便業-2016","運輸・郵便業",20,"2016",3706.653662,1025,1071.036645,765472.11,1339.04290778145,1399.18441313296,-0.00432803708733331,0.000780792544058606,0.0126097721241827,0.000753867621265059,0.0125828472013882
"運輸・郵便業-2017","運輸・郵便業",20,"2017",3812.757503,1027.8,1072.651562,768126.48,1338.06088809749,1396.45174320771,0.0282231897282443,0.00272798298562016,0.00150667181936548,-0.000733643372000437,-0.001954954538256
"運輸・郵便業-2018","運輸・郵便業",20,"2018",3759.569857,1070.3,1068.882424,768284.7,1393.10336389622,1391.25824580393,-0.0140481302995674,0.0405183874322006,-0.00352003929565115,0.0403124269411297,-0.00372599978672117
"運輸・郵便業-2019","運輸・郵便業",20,"2019",3778.088219,1110,1078.953935,758862.64,1462.71530774001,1421.8039973611,0.00491356839774681,0.0364210323160501,0.00937835396670561,0.0487606138446726,0.0217179354953281
"卸売・小売業-1994","卸売・小売業",19,"1994",3081.254077,1831.8,908.8318745,2142919.68,854.815053077491,424.109164231484,NA,NA,NA,NA,NA
"卸売・小売業-1995","卸売・小売業",19,"1995",3207.906158,1867.4,934.4882813,2172878.4,859.413025597751,430.069294857918,0.0402817551103531,0.0192479990809389,0.0278389662168301,0.00536449449648035,0.0139554616323734
"卸売・小売業-1996","卸売・小売業",19,"1996",3232.16768,1924,980.8963664,2200173.6,874.476450403732,445.826804939392,0.00753458341854518,0.0298592631758261,0.0484677264681803,0.0173757370393153,0.0359842003316686
"卸売・小売業-1997","卸売・小売業",19,"1997",3351.149046,1994,1034.026205,2165287.16,920.894021280762,477.546915763358,0.0361502653311163,0.0357363192961317,0.0527485848638598,0.0517195955658689,0.0687318611335961
"卸売・小売業-1998","卸売・小売業",19,"1998",3303.235099,2064.6,1104.382408,2138076.7,965.634207603497,516.530771791302,-0.014400964542169,0.0347938315097061,0.0658261528437798,0.047440134973411,0.0784724563074866
"卸売・小売業-1999","卸売・小売業",19,"1999",3374.451046,2129.5,1160.55754,2090340,1018.73379450233,555.20036931791,0.0213303367678837,0.0309507073317787,0.049614255644129,0.0535306617686633,0.0721942100810127
"卸売・小売業-2000","卸売・小売業",19,"2000",3505.214922,2181.4,1214.544297,1964661.27,1110.31862505235,618.195266301554,0.0380191792362119,0.0240796621313741,0.0454684146609177,0.0860865455206623,0.107475298050206
"卸売・小売業-2001","卸売・小売業",19,"2001",3650.407847,2296.5,1299.252741,1949609.55,1177.92816515492,666.416894090409,0.0405870629619542,0.0514193522712052,0.0674203423420368,0.0591100792960439,0.0751110693668746
"卸売・小売業-2002","卸売・小売業",19,"2002",3726.012795,2439.1,1394.436294,1937698.66,1258.76125651034,719.635267745915,0.0204998058947741,0.0602428940195825,0.0707009587014031,0.0663710045945081,0.0768290692763287
"卸売・小売業-2003","卸売・小売業",19,"2003",3691.738924,2592.9,1472.473336,1964645.97,1319.77976673324,749.485331446255,-0.00924110598686667,0.0611478216412724,0.0544532851157742,0.0473367716738133,0.040642235148316
"卸売・小売業-2004","卸売・小売業",19,"2004",3790.451323,2719.5,1542.485098,2000885.74,1359.14807409243,770.901140012123,0.0263874944262295,0.0476710994363128,0.0464512874106795,0.0293932080644428,0.0281733960388086
"卸売・小売業-2005","卸売・小売業",19,"2005",3880.064066,2912.1,1587.371866,1987129.56,1465.48069065009,798.826557640258,0.0233665707642139,0.0684264305232745,0.0286849183857179,0.0753252177763812,0.0355837056388246
"卸売・小売業-2006","卸売・小売業",19,"2006",3698.495242,3127,1607.70226,1987051.36,1573.6885633394,809.089433903712,-0.0479256197770628,0.0711996080715513,0.0127262577242657,0.0712389620927114,0.0127656117454267
"卸売・小売業-2007","卸売・小売業",19,"2007",3598.276289,3331.4,1611.930758,1976788.17,1685.25897238651,815.429180760425,-0.0274711233919636,0.0633185575851662,0.00262669714690045,0.0684969775777775,0.00780511713951082
"卸売・小売業-2008","卸売・小売業",19,"2008",3565.100352,3506,1625.410089,1957496.09,1791.06360309512,830.351640191526,-0.00926271948681823,0.0510831504381724,0.00832745733759932,0.0608903902581606,0.0181346971575875
"卸売・小売業-2009","卸売・小売業",19,"2009",3495.549201,3525.1,1623.523665,1907165.26,1848.34532902513,851.275817073136,-0.0197017003021696,0.00543301815712915,-0.00116125741847917,0.0314811870538021,0.0248869114781947
"卸売・小売業-2010","卸売・小売業",19,"2010",3562.046219,3612.9,1617.214162,1922271.52,1879.49515061223,841.303710310394,0.0188446579622887,0.0246019692962349,-0.0038938731295195,0.0167123817532371,-0.0117834606725165
"卸売・小売業-2011","卸売・小売業",19,"2011",3726.70956,3743.1,1586.406943,1873223.52,1998.21321910372,846.886090240849,0.045190528472796,0.0354033711505419,-0.0192333410674239,0.0612501869297359,0.0066134747117701
"卸売・小売業-2012","卸売・小売業",19,"2012",3930.087129,3877.9,1607.711886,1821944.34,2128.4404330376,882.415478180854,0.0531359070328179,0.0353796248971534,0.0133403045400478,0.0631361296756685,0.041096809318562
"卸売・小売業-2013","卸売・小売業",19,"2013",4071.872029,4003.4,1651.163929,1782948.96,2245.38115774217,926.085920597525,0.0354412558270916,0.031850230074367,0.0266684714120666,0.0534857670381976,0.0483040083758981
"卸売・小売業-2014","卸売・小売業",19,"2014",3953.774015,4093.8,1664.873217,1749622,2339.81968676663,951.561661318845,-0.0294322820918396,0.0223296339928272,0.00826852384532994,0.0411985819486533,0.0271374718011561
"卸売・小売業-2015","卸売・小売業",19,"2015",4122.81964,4015.6,1737.308817,1702805.51,2358.22586691066,1020.26262353356,0.0418667383222697,-0.0192868582320624,0.0425882844341867,0.00783571555853602,0.0697108582247843
"卸売・小売業-2016","卸売・小売業",19,"2016",4108.675847,3941.6,1768.123235,1696439.5,2323.45450574571,1042.25540315467,-0.00343650966989273,-0.0186000435876181,0.0175814058192065,-0.0148544957240571,0.0213269536827676
"卸売・小売業-2017","卸売・小売業",19,"2017",4213.871144,3871.7,1774.336372,1705023.66,2270.7602778955,1040.65205288705,0.0252809385893382,-0.0178930451738069,0.00350781324853955,-0.0229403896959459,-0.00153953127359863
"卸売・小売業-2018","卸売・小売業",19,"2018",4151.641783,3801.7,1766.477262,1689391.9,2250.33634883653,1045.62905859795,-0.0148778704704835,-0.018245351959834,-0.00443916213527995,-0.00903500618592101,0.00477118363863038
"卸売・小売業-2019","卸売・小売業",19,"2019",4203.152584,3800.3,1778.796072,1643149.96,2312.81385905885,1082.55248474095,0.0123309925857864,-0.000368324129393471,0.00694945546783376,0.027385210615348,0.0347029902125771
"化学-1994","化学",6,"1994",8839.281964,372.9,349.5629143,89524.24,4165.35231128463,3904.6733521558,NA,NA,NA,NA,NA
"化学-1995","化学",6,"1995",9553.106021,387.7,357.8143304,83644,4635.12027162737,4277.82423604801,0.077660691856634,0.0389215574921087,0.0233306639210751,0.106861286667204,0.0912703930961705
"化学-1996","化学",6,"1996",10380.69585,425.9,372.7627632,80563,5286.54593299654,4626.97222298077,0.0830815736477426,0.0939727322522845,0.0409279720045541,0.131502942635169,0.0784581823874397
"化学-1997","化学",6,"1997",10778.13209,481.9,391.1778831,80091.8,6016.84566959414,4884.11901218352,0.0375713618936313,0.123532046717119,0.048220206816981,0.129398056959804,0.0540862170596661
"化学-1998","化学",6,"1998",10648.97616,542.5,413.3636482,78166.2,6940.33994232801,5288.26587706707,-0.0120555226338297,0.118451461768328,0.055165309141409,0.142787609516162,0.0795014568892434
"化学-1999","化学",6,"1999",11654.80712,613.5,433.4577381,74876.4,8193.50289276728,5788.97674167027,0.0902549709073526,0.122992178736351,0.0474665918418395,0.165990753696972,0.0904651668024599
"化学-2000","化学",6,"2000",10898.62772,693.3,452.1267704,78919.11,8784.94448302825,5728.98972631597,-0.0670818391685657,0.122282541797479,0.0421683044931216,0.069697892039958,-0.0104163452643995
"化学-2001","化学",6,"2001",10981.72125,778.3,481.3344237,78101.6,9965.22478412734,6162.92654311819,0.00759530202887326,0.115649248016897,0.0625996900909405,0.126062108673455,0.0730125507474977
"化学-2002","化学",6,"2002",11903.16239,842.3,514.0297937,74799.45,11260.7779870039,6872.10659570358,0.0805719257812711,0.0790241913559759,0.0657189320853764,0.122224202535245,0.108918943264646
"化学-2003","化学",6,"2003",12313.06872,888.9,541.9006761,74152.92,11987.3903819297,7307.8804732167,0.0338570840165016,0.0538484979263112,0.0528015020462762,0.0625295824940757,0.0614825866140407
"化学-2004","化学",6,"2004",11964.59756,928.9,565.9958058,75588,12288.9876700005,7487.9055643753,-0.0287091098617118,0.0440163471458455,0.0435039377099189,0.0248482541625101,0.0243358447265845
"化学-2005","化学",6,"2005",11192.71884,986.3,591.2330987,80147.64,12306.0392046478,7376.79984962751,-0.0666886227059393,0.0599594775664727,0.0436236857609416,0.00138658416322635,-0.0149492076423048
"化学-2006","化学",6,"2006",10834.52743,1040.2,612.6836983,84666.36,12285.8712716597,7236.44784422054,-0.0325254444196403,0.0532077133790247,0.0356384593557095,-0.00164020908655971,-0.019209463109874
"化学-2007","化学",6,"2007",11382.25786,1078,629.3335636,81168.43,13281.0256401411,7753.42782409368,0.049317796092696,0.03569447012997,0.0268126108820717,0.0778864479620438,0.0690045887141455
"化学-2008","化学",6,"2008",11356.56988,1098.4,645.2776453,81772.05,13432.4625590284,7891.17608400425,-0.00225939447904189,0.0187471029848192,0.0250192580777373,0.0113379832705505,0.0176101383634677
"化学-2009","化学",6,"2009",11478.99934,1065.3,643.4091829,77607.81,13726.7112678479,8290.52105580611,0.010722801072383,-0.030598125836609,-0.002899794842949,0.0216693058874391,0.0493676368810991
"化学-2010","化学",6,"2010",12705.93183,1027.7,644.6444783,78466.5,13097.3090427125,8215.53756443833,0.101549736061084,-0.0359331539861252,0.00191808123517756,-0.0469368696429857,-0.00908563442168386
"化学-2011","化学",6,"2011",12573.40135,1007.1,645.4006565,77859.6,12934.8211395897,8289.28810962296,-0.0104853789685979,-0.0202483819769279,0.00117232841891468,-0.0124838046082605,0.00893690578758211
"化学-2012","化学",6,"2012",12705.52799,1002.2,659.0013257,79002.62,12685.6552352314,8341.51229035189,0.0104535948835522,-0.00487733012847524,0.0208542493688739,-0.0194511418595642,0.00628043763778585
"化学-2013","化学",6,"2013",12505.6839,1005.6,677.5481767,81853.98,12285.291442151,8277.52268979468,-0.0158539206050161,0.00338679475041381,0.0277551135611347,-0.03206911694501,-0.00770079813428914
"化学-2014","化学",6,"2014",11959.53143,1012.8,686.8728749,85362.04,11864.7586210451,8046.58458139004,-0.0446546832967236,0.00713439411387373,0.0136685715399594,-0.034830183206207,-0.0282960057801223
"化学-2015","化学",6,"2015",12688.56952,866.8,695.9286271,88656.96,9777.01017494847,7849.67843584982,0.0591729807307004,-0.155665781727707,0.0130978765200256,-0.193538816674849,-0.024775158427115
"化学-2016","化学",6,"2016",13645.44677,765.8,695.7824762,90197.12,8490.29325991783,7714.02098204466,0.0727043456287042,-0.12388723061901,-0.000210030515946258,-0.141110187694585,-0.0174329875915209
"化学-2017","化学",6,"2017",13284.08787,694.9,690.956769,92564.88,7507.16686501403,7464.56722031077,-0.02683897780366,-0.0971530887229122,-0.00695981843174387,-0.123065395264616,-0.0328721249734478
"化学-2018","化学",6,"2018",13872.85462,645.5,684.8620835,93515,6902.63594075817,7323.55326418222,0.0433671074782023,-0.0737427400335848,-0.00885977882346989,-0.0839547872145712,-0.0190718260044562
"化学-2019","化学",6,"2019",14868.62988,619.7,688.465298,94694.67,6544.19092436776,7270.37010636396,0.0693195906526682,-0.0407897203186351,0.00524743453976306,-0.0533255846928125,-0.00728842983441425
"教育-1994","教育",27,"1994",4718.646897,167.7,938.6430834,355324.32,471.963191261437,2641.65167022623,NA,NA,NA,NA,NA
"教育-1995","教育",27,"1995",4787.2351,182.7,964.056449,357239.61,511.421451837326,2698.62697756276,0.01443093724912,0.085668794554798,0.0267145458746345,0.0802930113250682,0.0213387626449046
"教育-1996","教育",27,"1996",4789.101559,205.5,1017.673077,359326.27,571.903635100211,2832.16998579035,0.00038980647612874,0.117600570552328,0.0541241531469545,0.111776497828524,0.0483000804231501
"教育-1997","教育",27,"1997",4928.252743,227.4,1074.910279,349592.46,650.471694955892,3074.75246748743,0.0286416841914647,0.101264547380146,0.0547184725862735,0.128727277172906,0.0821812023790338
"教育-1998","教育",27,"1998",5028.354133,250,1152.714974,342022.45,730.94617034642,3370.29038298509,0.0201082083767457,0.0947503365458102,0.0698828102097098,0.116642034405855,0.0917745080697525
"教育-1999","教育",27,"1999",5187.167767,282.4,1212.476073,334072.48,845.32554133163,3629.38028597866,0.0310951181626251,0.121863587756841,0.0505446031156529,0.145381990517543,0.0740630058763561
"教育-2000","教育",27,"2000",5247.723662,289.1,1267.469189,330625.26,874.403849240073,3833.55218835972,0.0116065557963267,0.0234481434032139,0.0443575376799394,0.0338205298238758,0.0547299241006023
"教育-2001","教育",27,"2001",5395.206936,310.7,1366.699872,322936.64,962.108232748071,4232.09912631778,0.0277165605851906,0.0720551673767007,0.075376833625878,0.0955846133885085,0.0989062796376849
"教育-2002","教育",27,"2002",5577.310234,359.6,1468.66883,315564.3,1139.54588652772,4654.10323664622,0.0331956682868046,0.146164486198463,0.071957451369971,0.169258164485637,0.0950511296571452
"教育-2003","教育",27,"2003",5720.525852,382.3,1563.997867,310899.74,1229.65686622961,5030.55379525245,0.0253541100755239,0.0612133381049027,0.0628888456091161,0.0761053220249943,0.0777808295292068
"教育-2004","教育",27,"2004",5832.772436,407.4,1642.313157,305938.56,1331.63992142736,5368.11429392882,0.0194317004756748,0.0635898630903382,0.04886043134342,0.0796760463941473,0.0649466146472299
"教育-2005","教育",27,"2005",5863.930916,458.8,1682.789885,305788.05,1500.38564293144,5503.1250730694,0.00532774966840854,0.11881888146251,0.0243473522459876,0.119310964038539,0.0248394348220167
"教育-2006","教育",27,"2006",5848.010865,529.1,1710.382431,310409.82,1704.52081702828,5510.07835705713,-0.00271860313223193,0.14256306465487,0.0162639274688017,0.127561855151053,0.00126271796498401
"教育-2007","教育",27,"2007",5979.504134,600.3,1724.05579,306696,1957.31277877768,5621.38335680935,0.0222360634427528,0.126252080347712,0.00796254313710776,0.138288475779774,0.0199989385691719
"教育-2008","教育",27,"2008",6151.937353,664.4,1749.046358,300583.36,2210.36853137845,5818.83959910489,0.0284294051703959,0.101454847481342,0.0143911686101124,0.121586756623935,0.0345230777527039
"教育-2009","教育",27,"2009",6374.440109,720.9,1779.162373,292289.2,2466.39287390708,6086.99320056985,0.0355292121893047,0.081616053671393,0.0170719754647362,0.109597450409465,0.0450533722028066
"教育-2010","教育",27,"2010",6346.496826,744.8,1790.774279,294786.25,2526.57646006216,6074.82295731229,-0.00439328142054585,0.0326152945523246,0.00650540784532261,0.0241085002097972,-0.00200138649720394
"教育-2011","教育",27,"2011",6461.352504,769.9,1768.888492,296263.05,2598.70409084089,5970.66860683437,0.0179356820969971,0.0331449103211465,-0.0122967057188026,0.0281476856454699,-0.0172939303944801
"教育-2012","教育",27,"2012",6297.85063,823.1,1786.887787,303810,2709.25907639643,5881.59634969224,-0.0256302564802464,0.0668170636945939,0.0101240614292566,0.0416622997943428,-0.0150307024709946
"教育-2013","教育",27,"2013",6455.738734,879.9,1821.659142,293899.75,2993.87801452706,6198.23304375046,0.0247610560929452,0.066730564672917,0.0192722621648826,0.0998943478901761,0.0524360453821426
"教育-2014","教育",27,"2014",6471.338699,886.8,1837.969745,292219.29,3034.70725700552,6289.69341825449,0.00241353432800651,0.00781121309064137,0.00891386066875555,0.0135454223209699,0.014648069899085
"教育-2015","教育",27,"2015",6361.538306,824.3,1877.697289,295667.48,2787.92919667729,6350.70616829419,-0.0171127756472078,-0.0730849364229744,0.0213846168569454,-0.0848158673414918,0.00965368593842619
"教育-2016","教育",27,"2016",6253.97017,759.8,1889.032247,301215.06,2522.45023870984,6271.3738383466,-0.0170537308413774,-0.0814793005656567,0.0060184794826954,-0.100068350758204,-0.0125705707098511
"教育-2017","教育",27,"2017",6111.69477,693.1,1885.025608,308942.13,2243.46223028889,6101.54920599531,-0.0230123781230596,-0.0918809518295864,-0.00212325335708385,-0.117210434958774,-0.0274527364862713
"教育-2018","教育",27,"2018",6167.965163,755.6,1873.410328,306467.36,2465.51541410478,6112.91958791305,0.00916487706917657,0.0863378467034153,-0.00618093120481955,0.0943805674619167,0.00186178955368099
"教育-2019","教育",27,"2019",6317.820696,733.4,1887.536245,300073.41,2444.06860307949,6290.24825958421,0.0240053338871018,-0.0298208799901287,0.00751192985691507,-0.00873676766570153,0.0285960421813432
"金属製品-1994","金属製品",10,"1994",3054.689049,120,478.8715154,230638.86,520.293934855557,2076.28287531425,NA,NA,NA,NA,NA
"金属製品-1995","金属製品",10,"1995",3179.5734,121.9,487.416168,231320.34,526.974843630266,2107.10466706041,0.0400692336945117,0.0157092937051804,0.0176859862172485,0.0127589011408729,0.0147355936529427
"金属製品-1996","金属製品",10,"1996",3233.1451,125.2,505.6019082,233540.4,536.09568194625,2164.94408761825,0.0167083418020901,0.0267114221787716,0.0366313043816389,0.0171598438782672,0.0270797260811335
"金属製品-1997","金属製品",10,"1997",3269.799274,131,528.4124451,230693.06,567.854100162354,2290.54330936527,0.0112732202754859,0.0452848645351533,0.0441275078379517,0.0575518635807626,0.0563945068835601
"金属製品-1998","金属製品",10,"1998",3359.555021,139,557.499827,214320.05,648.562745296112,2601.24905252682,0.0270799320515138,0.0592766099295403,0.0535850682271004,0.132894233766392,0.127202692063952
"金属製品-1999","金属製品",10,"1999",3292.843546,147.8,583.493741,208309.32,709.521782318717,2801.09282196303,-0.0200570397973134,0.0613860753834103,0.0455715319992267,0.0898324434908551,0.0740179001066723
"金属製品-2000","金属製品",10,"2000",3270.764999,156.9,608.1217958,211546.84,741.679714998343,2874.64372334751,-0.00672758898472381,0.0597486512248855,0.0413414589243093,0.0443263019623119,0.0259191096617357
"金属製品-2001","金属製品",10,"2001",3204.028346,166.2,647.3783529,209817.12,792.118393389443,3085.44103979694,-0.0206150259635542,0.0575832226823607,0.0625557200105717,0.065793368211585,0.070765865539796
"金属製品-2002","金属製品",10,"2002",3092.239464,175.2,689.4378775,202759.2,864.07916385545,3400.2791365324,-0.0355133021937135,0.0527362960809432,0.0629456913228381,0.0869535221942046,0.0971629174360995
"金属製品-2003","金属製品",10,"2003",3169.058756,182.5,727.8550326,199892.16,912.992285440309,3641.23851880934,0.024539047362099,0.0408219945202548,0.0542253020462411,0.0550630414377888,0.0684663489637742
"金属製品-2004","金属製品",10,"2004",3097.651894,188.3,759.64447,197669.08,952.602197571821,3843.01110725056,-0.0227902504716972,0.0312862626405606,0.0427486238714989,0.0424699644066768,0.0539323256376161
"金属製品-2005","金属製品",10,"2005",3440.158429,196.2,792.0376867,194116.06,1010.73553625599,4080.22750255698,0.104873154336838,0.0410981114681563,0.0417584537044942,0.0592362032221221,0.0598965454584608
"金属製品-2006","金属製品",10,"2006",3346.483945,201.8,821.8990903,197344.44,1022.57758059969,4164.7947634096,-0.0276072992692971,0.028142560788246,0.0370086514286898,0.0116481599797975,0.0205142506202396
"金属製品-2007","金属製品",10,"2007",3261.578408,204.7,846.3146012,199590.48,1025.60001859808,4240.25535286052,-0.0256989735601518,0.0142683847477345,0.0292735331826108,0.00295134581442102,0.0179564942492974
"金属製品-2008","金属製品",10,"2008",3184.264628,205.9,869.8220147,194029.1,1061.18102903121,4482.94619054564,-0.0239898760996358,0.00584512136650073,0.0273974504037193,0.0341046409011678,0.0556569699383882
"金属製品-2009","金属製品",10,"2009",3099.502089,198.3,870.6002376,164768.4,1203.50746866511,5283.78158433292,-0.0269798941983019,-0.0376095785079942,0.000894292118866602,0.12585771778982,0.16436158841668
"金属製品-2010","金属製品",10,"2010",3006.740813,192.1,874.7882056,168451.5,1140.38758930612,5193.11615272052,-0.0303847763939142,-0.0317649657512389,0.00479890428235752,-0.0538719887670167,-0.0173081187334194
"金属製品-2011","金属製品",10,"2011",2725.25524,186.9,875.8008569,169914.36,1099.96588869828,5154.366334311,-0.0982946159615077,-0.0274423553129939,0.00115692647080134,-0.0360890261928857,-0.00748974440909222
"金属製品-2012","金属製品",10,"2012",2762.933036,186.7,890.4822533,174296.66,1071.16223569631,5109.00354200706,0.0137307198883327,-0.0010706639138407,0.0166244408282443,-0.0265349084801665,-0.00883980373808058
"金属製品-2013","金属製品",10,"2013",2890.437972,188.7,910.0873367,166268.92,1134.90843628503,5473.58662520933,0.0451152283748426,0.0106554018268277,0.021777395686458,0.057807714233463,0.0689297080930924
"金属製品-2014","金属製品",10,"2014",3003.662692,189.7,920.7645706,162102.09,1170.25017999459,5680.15236941115,0.0384244032653207,0.00528542456646441,0.0116638106068319,0.0306655802041949,0.0370439662445623
"金属製品-2015","金属製品",10,"2015",3161.837171,226.6,944.2923057,159903.87,1417.10141224224,5905.37493370236,0.0513208005765566,0.177742471652937,0.0252313841756733,0.191395971413534,0.0388848839362712
"金属製品-2016","金属製品",10,"2016",2939.366707,249.5,952.9317209,164467.4,1517.0179622223,5794.04624199081,-0.0729590895237955,0.0962725665976674,0.0091074905189279,0.0681330144972216,-0.0190320615815178
"金属製品-2017","金属製品",10,"2017",3133.049858,263.1,953.1944891,167475.79,1570.97333292173,5691.53600708496,0.0638127732989311,0.0530752728546737,0.000275709132256274,0.0349488436236269,-0.0178507200987905
"金属製品-2018","金属製品",10,"2018",3237.519497,270.4,949.9953298,170281.6,1587.95782985361,5578.96642855129,0.0328005235828535,0.027368156122562,-0.00336189515243834,0.0107534224234529,-0.0199766288515466
"金属製品-2019","金属製品",10,"2019",3129.664814,278.8,959.3957061,168951,1650.18259732112,5678.54411101444,-0.0338815386081048,0.0305923347175598,0.00984654486568903,0.0384371398681305,0.0176913500162588
"金融・保険業-1994","金融・保険業",23,"1994",6725.557991,2340.1,1073.741079,368727.77,6346.41649040971,2912.0157643673,NA,NA,NA,NA,NA
"金融・保険業-1995","金融・保険業",23,"1995",6347.37434,2424,1102.453369,371263.75,6529.05111258506,2969.4613842585,-0.0578736570549125,0.0352254047078384,0.0263891457363776,0.0283712993308161,0.0195350403593526
